-nan -nan
0.999 0.998
0.998 0.999
0.997 0.997
0.998 0.997
0.998 0.998
0.997 0.997
0.999 0.999
0.998 0.999
0.999 0.998
0.998 0.998
0.997 0.998
0.998 0.998
0.999 0.999
0.998 0.998
0.997 0.998
0.999 0.999
0.996 0.998
1.000 1.000
0.999 0.998
0.997 0.999
0.998 0.998
0.999 0.998
0.999 0.999
0.999 0.997
0.997 1.000
0.999 0.999
0.999 0.999
0.998 0.999
0.999 0.999
0.999 0.998
0.999 1.000
0.998 0.998
0.999 0.998
0.997 0.997
0.999 0.998
0.998 0.999
0.998 0.998
0.997 0.998
1.000 0.998
0.996 0.999
1.000 0.999
0.998 0.999
0.997 0.996
0.999 1.000
0.998 0.999
0.999 0.999
0.997 0.997
0.999 1.000
0.999 0.997
0.999 0.999
0.999 0.999
0.999 0.998
0.998 0.999
0.999 0.999
0.999 0.997
0.997 0.998
0.999 0.998
0.999 0.997
0.999 0.999
0.999 0.999
0.999 0.999
0.994 0.995
0.997 0.994
0.993 0.996
0.995 0.995
0.998 0.998
0.996 0.997
0.998 0.997
0.999 0.998
0.998 0.998
0.997 0.998
0.998 0.999
0.999 0.998
0.998 0.998
0.999 0.999
0.998 0.998
0.997 0.999
0.998 0.999
0.999 0.999
0.999 0.998
0.998 0.997
0.998 1.000
0.999 0.998
0.998 0.998
0.996 0.998
0.999 0.999
0.999 0.998
0.998 0.999
0.997 0.996
0.998 0.999
0.997 0.998
0.999 0.999
0.998 0.998
0.999 0.999
0.999 0.998
0.998 0.999
0.997 0.997
0.998 0.998
0.998 0.998
0.999 0.999
0.998 0.999
0.999 0.999
0.999 0.997
0.999 0.999
0.999 0.999
0.997 0.998
0.998 0.997
0.999 1.000
0.997 0.998
0.999 0.998
0.998 0.998
0.998 0.999
1.000 0.999
0.998 0.997
0.997 0.998
0.999 0.999
0.997 0.999
0.999 0.999
0.999 0.997
0.997 0.999
0.999 0.998
0.998 0.999
0.999 0.998
0.998 0.997
0.996 0.998
0.999 0.999
0.998 0.997
0.999 0.999
0.999 0.999
0.999 0.999
0.998 0.998
0.999 0.998
0.999 0.999
0.999 0.999
0.999 0.999
0.996 0.997
1.000 0.999
0.998 0.999
0.999 0.998
0.998 0.998
0.998 0.998
0.999 0.999
0.998 0.999
0.999 0.998
0.998 1.000
0.999 0.998
0.998 0.999
0.999 0.996
0.997 0.999
0.999 0.998
0.998 0.998
0.998 0.999
0.996 0.997
0.999 0.999
0.997 0.996
0.999 1.000
0.999 0.998
0.999 0.999
0.997 0.999
0.999 0.999
0.985 0.984
0.999 1.000
0.997 0.999
0.998 0.996
0.995 0.993
0.993 0.995
0.997 0.997
0.998 0.998
0.998 0.998
0.997 0.997
0.998 0.999
0.997 0.998
0.998 0.997
0.998 0.997
0.998 0.999
0.997 0.997
0.998 0.998
0.999 0.997
0.999 0.999
0.999 0.999
0.998 0.999
0.998 0.999
0.998 0.999
1.000 0.998
0.999 0.999
1.000 1.000
0.999 1.000
1.000 0.999
0.998 0.999
1.000 0.999
0.999 0.999
0.999 0.999
0.999 1.000
0.999 0.999
1.000 0.999
0.997 0.999
1.000 1.000
1.000 1.000
0.999 0.997
0.999 0.999
0.998 0.999
0.999 0.998
0.999 0.999
0.999 0.998
0.996 0.997
0.998 0.998
0.999 0.999
0.998 0.998
0.999 0.999
0.997 0.998
0.997 0.999
0.999 0.997
0.997 0.999
0.997 0.996
0.997 0.999
0.999 0.998
0.999 0.999
0.999 1.000
0.999 0.998
0.998 0.998
0.999 0.999
0.999 0.999
0.998 0.997
0.997 0.999
0.998 0.998
0.999 0.999
0.999 0.999
0.999 0.997
0.998 0.998
0.998 0.997
0.998 0.999
0.999 0.998
0.997 0.998
0.997 0.997
0.998 0.999
1.000 1.000
0.999 0.997
0.996 0.997
0.999 0.999
0.998 0.999
0.998 0.997
0.997 0.998
0.996 0.996
0.999 0.999
0.998 0.999
1.000 0.999
0.996 0.998
0.999 0.998
0.999 0.999
0.998 0.998
0.996 0.996
0.999 1.000
0.999 0.998
0.998 0.998
0.999 1.000
0.998 0.998
0.998 0.998
0.998 0.999
1.000 0.997
0.995 0.998
0.999 0.998
0.998 0.999
0.980 0.975
0.999 1.000
1.000 0.999
0.994 0.995
0.992 0.993
0.996 0.993
0.993 0.993
0.995 0.995
0.994 0.996
0.995 0.995
0.995 0.992
0.995 0.997
0.996 0.995
0.995 0.993
0.995 0.995
0.991 0.994
0.993 0.993
0.993 0.991
0.993 0.992
0.994 0.996
0.993 0.994
0.996 0.993
0.995 0.996
0.993 0.996
0.996 0.994
0.994 0.993
0.993 0.993
0.996 0.996
0.993 0.990
0.994 0.996
0.996 0.996
0.996 0.996
0.998 0.998
0.999 0.999
0.999 0.999
0.996 0.997
0.999 0.998
0.998 0.999
0.999 0.999
0.998 0.999
0.998 0.998
0.999 0.998
0.997 0.998
0.998 0.998
0.997 0.999
0.999 0.999
0.997 0.998
0.998 0.998
0.999 0.999
0.998 0.998
0.999 0.998
0.998 0.997
0.997 0.998
0.998 0.999
0.999 0.999
0.999 0.995
0.996 0.998
0.997 0.997
0.998 0.997
0.998 0.999
0.996 0.997
0.998 0.996
0.996 0.998
0.998 0.998
0.999 0.996
0.996 0.998
0.997 0.997
0.998 0.999
0.999 0.999
0.998 0.996
0.997 0.999
0.998 0.997
1.000 0.998
0.998 0.999
0.996 0.998
1.000 0.999
0.998 0.998
0.998 0.999
0.999 0.998
0.998 0.998
0.996 0.998
0.999 0.999
0.999 0.998
0.998 0.997
0.998 0.998
0.998 0.998
0.999 1.000
0.998 0.999
0.999 0.997
0.997 0.998
0.999 0.999
0.998 0.999
0.999 0.998
0.997 0.998
1.000 0.998
0.997 0.999
0.999 0.999
0.998 0.996
0.997 0.998
0.998 0.999
0.998 0.997
0.996 0.998
0.999 0.998
0.994 0.997
1.000 0.999
0.997 0.998
0.998 0.996
0.991 0.992
0.995 0.994
0.994 0.995
0.992 0.994
0.993 0.995
0.997 0.996
0.996 0.992
0.995 0.998
0.998 0.997
0.998 0.997
0.996 0.998
0.997 0.996
0.998 0.997
0.997 0.998
0.996 0.997
0.998 0.996
0.996 0.998
0.998 0.997
0.999 0.998
0.997 0.998
0.997 0.997
0.999 0.997
0.998 0.997
0.998 0.999
0.997 0.997
0.997 0.997
0.997 0.998
0.995 0.997
0.998 0.997
0.998 0.998
0.997 0.997
0.997 0.998
0.998 0.998
0.996 0.998
0.999 0.998
0.998 0.999
0.999 0.996
0.998 0.999
0.999 0.998
0.998 0.999
0.999 0.997
0.997 0.999
0.999 0.998
0.998 0.997
0.998 0.998
0.998 0.997
0.997 0.999
0.998 0.997
1.000 0.998
0.998 0.999
0.999 0.999
0.998 0.997
0.998 0.998
0.999 0.999
0.996 0.995
0.997 0.998
0.997 0.998
0.997 0.996
0.998 0.998
0.999 0.999
0.999 0.997
0.997 0.999
0.998 0.997
0.999 0.998
0.999 0.999
0.996 0.998
0.999 0.998
0.999 0.999
0.996 0.998
0.998 0.996
0.996 0.998
0.998 0.998
0.997 0.997
0.998 0.997
0.997 0.997
0.997 0.999
0.998 0.999
0.999 0.995
0.995 0.997
0.998 0.999
0.997 0.996
0.996 0.998
0.998 0.997
0.999 0.998
0.995 0.997
0.999 0.998
0.997 0.997
0.997 0.996
0.997 0.998
0.998 0.999
0.998 0.998
0.998 0.998
0.997 0.998
0.998 0.998
0.998 0.996
0.998 0.998
0.993 0.996
0.996 0.997
0.999 0.998
0.999 0.999
0.999 0.998
0.996 0.996
0.996 0.996
0.994 0.993
0.996 0.996
0.993 0.991
0.998 0.996
0.997 0.997
0.998 0.999
0.999 0.999
0.998 0.999
0.999 0.999
0.999 0.999
0.997 0.998
0.995 0.996
0.998 0.996
0.998 0.996
0.997 0.999
0.999 0.999
0.997 0.996
0.998 0.999
0.999 0.999
0.999 0.997
0.997 0.998
0.998 0.999
1.000 0.999
0.999 1.000
0.999 0.998
0.999 0.999
0.999 0.999
0.997 0.998
0.999 0.999
0.998 0.995
0.997 0.999
0.997 0.997
0.999 0.999
0.999 0.999
0.998 0.997
0.999 0.999
0.997 0.999
0.999 0.999
0.999 0.998
0.999 0.999
0.995 0.997
1.000 0.998
0.998 0.999
0.999 0.999
0.999 1.000
0.999 0.998
1.000 0.999
0.998 0.999
0.999 0.998
0.998 0.999
0.999 0.999
0.999 0.999
0.999 0.999
0.999 0.999
0.998 0.999
0.998 0.998
0.998 0.999
0.999 0.998
0.998 0.997
0.998 0.997
0.999 1.000
0.998 0.997
0.998 0.999
0.999 0.998
0.999 0.999
0.998 0.998
0.999 1.000
0.999 0.997
0.997 0.997
0.999 0.999
0.998 0.998
0.999 0.999
0.996 0.996
0.998 0.998
0.998 0.997
0.999 0.998
0.997 0.998
0.996 0.997
0.997 0.998
0.998 0.998
0.998 0.998
0.998 0.997
0.998 0.999
1.000 0.998
1.000 1.000
1.000 1.000
1.000 1.000
0.999 1.000
0.999 0.999
0.998 0.998
1.000 1.000
0.999 0.999
0.999 0.999
0.999 0.999
1.000 0.999
0.998 0.998
0.999 0.999
0.998 0.998
0.985 0.987
1.000 0.999
0.998 0.998
0.999 0.996
0.990 0.992
0.996 0.998
